Group_ID,Bid_First,Ask_First,Bid_Last,Ask_Last,Volume,Volatility,Min,Max
10000,1.48644,1.4865899999999999,1.4870299999999999,1.48722,688,0.00037406241411253754,1.48622,1.4878200000000001
10001,1.48706,1.48725,1.48637,1.48653,902,0.0005638032554055281,1.48587,1.4882799999999998
10100,1.48637,1.48655,1.4862600000000001,1.48643,740,0.0001987199735192352,1.48612,1.48714
10101,1.4863,1.48643,1.48536,1.48555,1066,0.0004564641484294478,1.4849700000000001,1.48682
10200,1.48535,1.4855200000000002,1.4876200000000002,1.4879,2296,0.001039449549305182,1.48419,1.48834
10201,1.4876200000000002,1.48794,1.48722,1.48737,1975,0.00046373630353140256,1.48634,1.48841
10300,1.48717,1.48732,1.48712,1.48727,2288,0.000409311998217696,1.48532,1.48742
10301,1.48715,1.4873,1.48869,1.4890700000000001,3118,0.0008872794626304566,1.4865,1.4901799999999998
10400,1.48861,1.48898,1.48645,1.4866,2663,0.000895523108470961,1.48546,1.48928
10401,1.48631,1.48645,1.48339,1.4835399999999999,2511,0.001130104674428421,1.48225,1.4867299999999999
10500,1.48335,1.4835,1.48458,1.48468,1854,0.000481027267895302,1.483,1.4851299999999998
10501,1.48458,1.4847,1.48593,1.48603,1672,0.0003088152372883312,1.4845,1.4860799999999998
10600,1.4859,1.48603,1.4865700000000002,1.48672,1972,0.000591619871372485,1.48516,1.4875
10601,1.4866,1.48672,1.48672,1.48685,1792,0.0002850053472248284,1.48652,1.4879
10700,1.48674,1.48689,1.48634,1.4864899999999999,1927,0.0003702502518913462,1.48564,1.4874
10701,1.48631,1.4864600000000001,1.48597,1.48605,2042,0.00046125544382746896,1.48551,1.4873399999999999
10800,1.48597,1.4860799999999998,1.48748,1.48763,2153,0.0007367026574302959,1.48584,1.48909
10801,1.48743,1.48753,1.48735,1.4875,2016,0.0004941030476222578,1.4872100000000001,1.4895200000000002
10900,1.4873299999999998,1.48748,1.48968,1.4898,2298,0.0008912186594558656,1.4873299999999998,1.49158
10901,1.48971,1.48983,1.48767,1.48825,2654,0.0008628016032733596,1.48675,1.4901200000000001
11000,1.4875399999999999,1.48784,1.48719,1.4873399999999999,3082,0.00042759714142040847,1.48607,1.48827
11001,1.48717,1.4873100000000001,1.4875399999999999,1.48769,2181,0.0005266436582889498,1.48577,1.48822
11100,1.4876200000000002,1.48776,1.4889299999999999,1.48908,2439,0.0009969417280451536,1.4874,1.49106
11101,1.48896,1.4891,1.48892,1.48908,1516,0.00035583112327456913,1.48813,1.48994
11200,1.48894,1.48912,1.48914,1.48929,1393,0.00036104725511997894,1.48811,1.48984
11201,1.48917,1.48932,1.4879200000000001,1.48807,1428,0.0005691286128108265,1.48725,1.4895200000000002
11300,1.48789,1.48801,1.4879799999999999,1.48813,943,0.00024231144164648885,1.48756,1.48864
11301,1.48795,1.4881,1.48661,1.48676,1001,0.0003631203357311648,1.48638,1.48814
11400,1.48665,1.48679,1.48574,1.4859200000000001,1131,0.00022060461733449104,1.48568,1.48695
11401,1.48573,1.48589,1.4866,1.48674,837,0.0005278746927254136,1.48546,1.48739
11500,1.4865700000000002,1.48671,1.4874,1.48758,1017,0.00016669177742674994,1.48642,1.48758
11501,1.4874,1.4876,1.48597,1.48613,1091,0.0005471962670349124,1.48569,1.48791
11600,1.4859200000000001,1.48613,1.48564,1.48577,460,0.00026594198562456266,1.48499,1.48631
11601,1.48561,1.48577,1.4855,1.4869,746,0.0003146737619240667,1.48419,1.48766
31700,1.49377,1.49517,1.4910700000000001,1.49247,234,0.0011576387395484276,1.4906,1.49571
31701,1.49125,1.49265,1.49177,1.49295,182,0.0002600246575551058,1.49108,1.49349
31800,1.492,1.49292,1.49099,1.49148,561,0.00036335348758378353,1.4904700000000002,1.49292
31801,1.4909299999999999,1.49142,1.4907700000000002,1.49118,542,0.000412353115474527,1.48961,1.49171
31900,1.49079,1.49118,1.4914399999999999,1.4917,780,0.00026513414592482635,1.4906,1.49215
31901,1.49147,1.49173,1.49095,1.49126,635,0.00017208901411366076,1.49056,1.49193
32000,1.49085,1.49126,1.49035,1.49053,1062,0.00025767436157806485,1.49006,1.49137
32001,1.4903899999999999,1.49053,1.48863,1.48885,1301,0.0005731873783573055,1.48821,1.49054
32100,1.48865,1.4888700000000001,1.48724,1.48864,1074,0.00043331867777623805,1.48724,1.48922
32101,1.48718,1.48858,1.48529,1.48547,1722,0.0012080945574822243,1.4845700000000002,1.48917
32200,1.48529,1.48546,1.48641,1.48663,1475,0.000286189627857178,1.48484,1.48666
32201,1.48643,1.48665,1.4865899999999999,1.48674,1415,0.0004479556259063881,1.48525,1.48722
32300,1.48654,1.48669,1.48624,1.48635,866,0.0003851035665530913,1.48561,1.48727
32301,1.48625,1.48635,1.48712,1.4873399999999999,1025,0.0005377393305797619,1.48577,1.48774
40000,1.48714,1.48736,1.4871299999999998,1.48732,735,0.00022146088322257205,1.48656,1.48791
40001,1.4871299999999998,1.48729,1.48684,1.4870299999999999,727,0.00022364605117179633,1.48678,1.48785
40100,1.48684,1.48701,1.48612,1.48624,778,0.0004478210014724706,1.48581,1.4875200000000002
40101,1.48607,1.48621,1.48393,1.48409,1081,0.0009525102511790046,1.48335,1.4865
40200,1.48396,1.48409,1.48241,1.48259,1324,0.0008946314787748017,1.48096,1.48413
40201,1.48238,1.48259,1.48027,1.48043,1199,0.0005897342652751565,1.48024,1.48286
40300,1.4802600000000001,1.48043,1.4819200000000001,1.48207,1717,0.0003852969339303218,1.48013,1.48224
40301,1.48189,1.48204,1.48041,1.48056,1309,0.0006734732130547993,1.48005,1.48241
40400,1.48041,1.4805,1.47815,1.47822,1480,0.0008735754315667177,1.47729,1.48076
40401,1.4781,1.47822,1.4799799999999999,1.48035,1687,0.0006333045086602452,1.4779799999999998,1.48048
40500,1.48001,1.4802799999999998,1.4791,1.4792100000000001,1339,0.0004326292764975011,1.4781600000000001,1.4802899999999999
40501,1.4791100000000001,1.47926,1.47917,1.47932,1396,0.0004106839473964908,1.47786,1.47979
40600,1.4791299999999998,1.47928,1.47797,1.47812,1023,0.000502468689266523,1.47747,1.47932
40601,1.47801,1.47812,1.47766,1.47779,1233,0.00034895746415419414,1.4776,1.4792100000000001
40700,1.47764,1.47779,1.47769,1.47781,1045,0.00021393621031604195,1.477,1.47809
40701,1.4777200000000001,1.47784,1.47889,1.47904,1151,0.000463117082986356,1.47725,1.4791
40800,1.4789,1.47904,1.4795200000000002,1.47965,1119,0.0004273632880499701,1.4783899999999999,1.4803600000000001
40801,1.47949,1.47964,1.4797799999999999,1.4799,1011,0.000160848214030508,1.47898,1.48
40900,1.47974,1.47989,1.4786,1.47875,1341,0.0004153428988695116,1.4782600000000001,1.48004
40901,1.4785700000000002,1.47872,1.4791,1.47925,1226,0.0003166446588810494,1.4782899999999999,1.47981
41000,1.47907,1.47922,1.47719,1.47733,1035,0.000750641810997015,1.4771100000000001,1.47984
41001,1.4772,1.47735,1.4767299999999999,1.47691,1183,0.0005452406644401756,1.47621,1.47827
41100,1.4767299999999999,1.47688,1.47794,1.47809,1213,0.0004684217319298791,1.47659,1.47853
41101,1.47797,1.47812,1.47825,1.47843,752,0.00042673846131679425,1.47682,1.47864
41200,1.47824,1.47841,1.47809,1.47827,645,0.0002846055282440657,1.4778200000000001,1.4790299999999998
41201,1.47811,1.4782899999999999,1.47864,1.4787700000000001,504,0.00017431499488397326,1.4778200000000001,1.47882
41300,1.47864,1.4788,1.47914,1.4794200000000002,491,0.00017406290818461941,1.47843,1.4795399999999999
41301,1.47906,1.47956,1.4791100000000001,1.4794200000000002,569,0.0001829602665748361,1.47868,1.4798799999999999
41400,1.47908,1.47939,1.47901,1.4792299999999998,293,0.00012561334864316607,1.4787,1.47961
