Group_ID,Bid_First,Ask_First,Bid_Last,Ask_Last,Volume,Volatility,Min,Max
21700,1.4651100000000001,1.46651,1.466,1.46704,450,0.0005676392091068535,1.46498,1.46884
21701,1.466,1.46705,1.46675,1.4677,346,0.00018448366822498296,1.46596,1.4677
21800,1.46696,1.46759,1.467,1.4674399999999999,1194,0.00032245945568168307,1.4663700000000002,1.46851
21801,1.46704,1.4674399999999999,1.46769,1.4680600000000001,561,0.00026658956263745504,1.46655,1.4681899999999999
21900,1.46767,1.46804,1.46805,1.46825,515,0.0002301359527761418,1.46743,1.46862
21901,1.4680799999999998,1.46825,1.4696,1.4697799999999999,554,0.00047255182621063667,1.4680600000000001,1.46986
22000,1.46965,1.46985,1.46757,1.46774,724,0.0007795395278702305,1.46748,1.47007
22001,1.46755,1.4677,1.46739,1.46754,576,0.0005103060166963365,1.4663899999999999,1.46861
22100,1.46736,1.46751,1.4680600000000001,1.46821,451,0.0003304174906949503,1.46728,1.4688
22101,1.46804,1.4681899999999999,1.4681799999999998,1.46831,633,0.0002373894763316375,1.46745,1.46881
22200,1.4681799999999998,1.46833,1.46745,1.4676200000000001,783,0.0005001131299762673,1.46702,1.46902
22201,1.46749,1.4676200000000001,1.46685,1.467,431,0.0002216579122792901,1.46659,1.46773
22300,1.46686,1.467,1.46686,1.4670100000000001,387,0.00017033829385529084,1.46651,1.46746
22301,1.46689,1.46704,1.46771,1.46787,310,0.0003069831108337004,1.46686,1.4681899999999999
30000,1.46771,1.4679,1.46916,1.4693100000000001,493,0.0003563000439260083,1.46769,1.4693100000000001
30001,1.46914,1.46929,1.46864,1.46879,422,0.0001812456368099353,1.46835,1.46933
30100,1.4686700000000001,1.46879,1.4677799999999999,1.46793,463,0.0002323369367136308,1.46775,1.46906
30101,1.4677799999999999,1.4679200000000001,1.46776,1.46787,766,0.00012077457045482557,1.46746,1.4683
30200,1.46774,1.46784,1.4676,1.46775,945,0.00029376187642612034,1.46684,1.4685
30201,1.46755,1.46783,1.46671,1.46686,1086,0.0004735405572219978,1.46655,1.46846
30300,1.46666,1.46681,1.46641,1.46659,1364,0.000545545200163739,1.46535,1.46746
30301,1.46644,1.46662,1.46425,1.46442,1784,0.0007550167815197689,1.46396,1.46696
30400,1.4642899999999999,1.46446,1.46415,1.4643,1234,0.00048641899442382835,1.4640799999999998,1.46623
30401,1.46412,1.4642700000000002,1.46466,1.46479,1232,0.00038742921795636813,1.46327,1.46492
30500,1.46469,1.46484,1.4635200000000002,1.46367,890,0.000533871811494763,1.46269,1.46492
30501,1.46355,1.46369,1.4637799999999999,1.46393,824,0.000327777913718025,1.46268,1.4642700000000002
30600,1.4638,1.46395,1.46349,1.46364,906,0.0004571009591082455,1.46297,1.46465
30601,1.4635200000000002,1.46367,1.4640799999999998,1.46423,677,0.00031749287858172474,1.46308,1.4645
30700,1.46405,1.4642,1.46385,1.46396,760,0.00021515570040730225,1.46371,1.4647
30701,1.46385,1.46399,1.46369,1.46384,874,0.00017601659986772708,1.46349,1.4644
30800,1.46371,1.46386,1.46438,1.4645299999999999,1018,0.0003801926570919803,1.46305,1.4647
30801,1.46441,1.46456,1.46425,1.4644,1090,0.0001940713828822516,1.46392,1.46505
30900,1.46425,1.4643700000000002,1.46318,1.4633,1423,0.00046540694037857836,1.4626299999999999,1.4647700000000001
30901,1.46315,1.4633,1.46369,1.46384,1329,0.0001921514510549488,1.46315,1.46413
31000,1.4636200000000001,1.46389,1.46367,1.4638200000000001,2189,0.00032959583855538037,1.4626299999999999,1.4644700000000002
31001,1.46367,1.4638,1.46394,1.46409,1670,0.0004040379861399638,1.4624,1.46432
31100,1.46396,1.46411,1.46333,1.46348,1510,0.0004958494317260957,1.46315,1.46537
31101,1.46335,1.4635,1.46274,1.46289,1134,0.00029155142720700114,1.46256,1.4638799999999998
31200,1.46271,1.46286,1.46286,1.4630100000000001,839,0.00035037689797183107,1.46185,1.46341
31201,1.46288,1.4630299999999998,1.46236,1.4624700000000002,549,0.00014837314860723094,1.4622700000000002,1.4632399999999999
31300,1.46235,1.4625,1.46228,1.46243,548,0.00014898676094929298,1.46207,1.4628700000000001
31301,1.46225,1.4624,1.46139,1.46154,567,0.0002619595506276188,1.46123,1.46251
31400,1.46137,1.4615200000000002,1.46139,1.46154,511,0.00018615009006181223,1.46074,1.46161
31401,1.4614200000000002,1.46157,1.46149,1.46163,392,0.00010333915597523438,1.46133,1.46193
31500,1.46146,1.4616,1.4612399999999999,1.46137,322,0.00014887961902488111,1.4612100000000001,1.46196
31501,1.4612399999999999,1.46138,1.46107,1.4612100000000001,513,0.00016744765845960903,1.46061,1.4614200000000002
31600,1.46109,1.46123,1.4611399999999999,1.46129,344,0.0001265493009646277,1.46096,1.4616
31601,1.46112,1.46127,1.4605700000000001,1.46145,490,0.0001838111309585749,1.4605700000000001,1.46179
31700,1.4603700000000002,1.46177,1.46171,1.46221,276,0.000571617471388942,1.45888,1.4622600000000001
31701,1.46164,1.46218,1.46025,1.46061,666,0.000641569046746624,1.45944,1.4621899999999999
31800,1.46025,1.46056,1.4590299999999998,1.4593,764,0.0004225598293388748,1.45852,1.46061
31801,1.4590100000000001,1.45927,1.4582600000000001,1.4584700000000002,608,0.0004473401149989793,1.45767,1.45953
31900,1.45823,1.45844,1.45822,1.4584,601,0.00021767474858873506,1.45787,1.45902
31901,1.4582700000000002,1.4584,1.45876,1.45894,669,0.0002589614060416636,1.4579,1.45923
32000,1.45879,1.45897,1.45943,1.45957,880,0.00023097258442371572,1.45849,1.4598200000000001
32001,1.45945,1.4596,1.45896,1.4591,895,0.0003567915024511569,1.45759,1.4596
32100,1.45899,1.4591399999999999,1.45875,1.45892,983,0.0002602697533574396,1.4582899999999999,1.45973
32101,1.45878,1.4589299999999998,1.45931,1.45946,864,0.00022344521648199939,1.45875,1.46002
32200,1.45928,1.4594200000000002,1.4603,1.46045,988,0.00034731523898694206,1.45878,1.4606
32201,1.4602700000000002,1.46044,1.45933,1.45946,756,0.00036237402082861254,1.45917,1.46074
32300,1.45931,1.45946,1.45811,1.45951,767,0.0004412540505981521,1.4578799999999998,1.46007
32301,1.45843,1.45969,1.46166,1.46176,1695,0.000928354817398304,1.4577200000000001,1.46204
40000,1.46166,1.46177,1.46076,1.4609,799,0.00037780440361304037,1.45961,1.46177
40001,1.46079,1.4609,1.45947,1.4596200000000001,474,0.00046062913596511135,1.4593,1.46104
40100,1.4595,1.45965,1.45905,1.45913,666,0.0003506239945176337,1.45869,1.46005
40101,1.4590299999999998,1.45913,1.4581899999999999,1.4583,886,0.00040804218465221475,1.4577,1.45943
40200,1.45817,1.45825,1.45876,1.45888,1290,0.0005052022605807799,1.45794,1.4598799999999998
