Group_ID,Bid_First,Ask_First,Bid_Last,Ask_Last,Volume,Volatility,Min,Max
10000,1.47999,1.4801799999999998,1.47949,1.47964,630,0.00023519863801354748,1.47915,1.48021
10001,1.4795,1.47964,1.47912,1.47927,571,0.00021574858941809927,1.4786,1.47975
10100,1.47912,1.47926,1.4785,1.47865,537,0.00026492872635975413,1.47825,1.4795
10101,1.4785,1.47864,1.47964,1.4798200000000001,531,0.0003352807318830287,1.47827,1.4798200000000001
10200,1.47965,1.4798200000000001,1.479,1.47915,1207,0.00032852030955935895,1.47872,1.48017
10201,1.4789299999999999,1.47922,1.47794,1.47809,974,0.0003625253831453619,1.47773,1.47932
10300,1.4779200000000001,1.47807,1.47815,1.4783,1591,0.00024132458800551256,1.47691,1.47837
10301,1.47815,1.4782799999999998,1.47905,1.47938,1817,0.00038648148682973976,1.47777,1.47946
10400,1.47905,1.47935,1.4787700000000001,1.47889,1588,0.0003024527890352893,1.4784899999999999,1.47991
10401,1.47874,1.4787700000000001,1.47909,1.4792299999999998,2264,0.00038468135127242705,1.47747,1.47946
10500,1.47908,1.4792299999999998,1.47858,1.47871,1592,0.00031013146374858126,1.47815,1.47949
10501,1.47856,1.47871,1.47949,1.47964,1427,0.00033140597514109797,1.47848,1.4798799999999999
10600,1.4794399999999999,1.47959,1.47928,1.47943,1127,0.00022501728352249616,1.4789700000000001,1.48017
10601,1.47925,1.4794,1.4788,1.47895,1211,0.0001869630408158001,1.4785700000000002,1.47956
10700,1.47878,1.4789299999999999,1.47886,1.47901,1282,0.0001632601785715054,1.47844,1.47933
10701,1.4788299999999999,1.47898,1.4799,1.48004,1392,0.00039167901960423835,1.4784,1.48015
10800,1.4799,1.48005,1.4804700000000002,1.48111,1852,0.00024680068167035014,1.47973,1.48111
10801,1.48041,1.48104,1.48225,1.48234,2198,0.0004611982286884219,1.48031,1.48244
10900,1.48225,1.4823600000000001,1.4822,1.48235,1766,0.00024353020270722397,1.4814100000000001,1.48261
10901,1.4822,1.48234,1.4823899999999999,1.48302,2133,0.0005795262310556612,1.48126,1.48338
11000,1.48227,1.48292,1.48314,1.48332,4816,0.0004961488788913252,1.4808,1.48339
11001,1.48316,1.4833399999999999,1.4831299999999998,1.4832299999999998,3865,0.0002845055682620331,1.4824,1.48432
