Group_ID,Bid_First,Ask_First,Bid_Last,Ask_Last,Volume,Volatility,Min,Max
21700,1.5467600000000001,1.54716,1.54664,1.54704,819,0.000515067150037452,1.54609,1.54894
21701,1.54663,1.54703,1.54684,1.54724,798,0.00023498321362920208,1.54626,1.54779
21800,1.5467899999999999,1.54719,1.54769,1.54809,1374,0.0006281138245536071,1.54536,1.5490899999999999
21801,1.54768,1.54808,1.54701,1.54741,1077,0.00047623733805103596,1.5462,1.54836
21900,1.54702,1.54742,1.54872,1.54912,1657,0.0007079930951815124,1.5463,1.55017
21901,1.5487600000000001,1.54916,1.54854,1.54894,1519,0.0002966581866197171,1.5477,1.54964
22000,1.54861,1.54901,1.54698,1.54738,1444,0.0004912353519859154,1.54595,1.54901
22001,1.54701,1.54741,1.5473700000000001,1.54777,1394,0.0005343613461617424,1.54589,1.54939
22100,1.54732,1.54772,1.5465,1.5469,853,0.00027127409221980515,1.5462,1.54795
22101,1.54647,1.54687,1.54536,1.54576,816,0.00032189774113858743,1.54512,1.5468899999999999
22200,1.5453700000000001,1.54577,1.5443200000000001,1.54472,960,0.0004122470784585104,1.54356,1.5458399999999999
22201,1.54437,1.54477,1.54545,1.54585,637,0.0005539575441622148,1.54406,1.54613
22300,1.5454700000000001,1.54587,1.54589,1.54629,511,0.0003796946794151729,1.54495,1.54669
22301,1.54587,1.54627,1.54614,1.54654,682,0.00036907839953536037,1.5453,1.54746
30000,1.54613,1.54653,1.54461,1.54501,784,0.0004376277274836282,1.54455,1.5465799999999998
30001,1.5446,1.545,1.54397,1.54437,780,0.00021451655635584132,1.54367,1.5451
30100,1.54396,1.54436,1.54506,1.54546,938,0.00039217360756117455,1.5439,1.54588
30101,1.54502,1.54542,1.54542,1.54582,834,0.0003585975904225934,1.54415,1.54603
30200,1.54544,1.5458399999999999,1.54435,1.54475,1339,0.000444491341088088,1.54372,1.546
30201,1.54437,1.54477,1.54118,1.54158,1233,0.0009168123116574417,1.54111,1.54531
30300,1.54115,1.54155,1.54144,1.5418399999999999,1473,0.0005956588562690487,1.54014,1.5427799999999998
30301,1.54141,1.5418100000000001,1.5428600000000001,1.54326,1314,0.0006163129892976066,1.54081,1.54383
30400,1.5427899999999999,1.54319,1.5419200000000002,1.5423200000000001,1161,0.0006455885376780092,1.54093,1.54423
30401,1.5419399999999999,1.54234,1.54436,1.5447600000000001,1110,0.0006825702723555485,1.5419200000000002,1.54501
30500,1.54437,1.54477,1.5444799999999999,1.54488,725,0.0004619358151035495,1.54303,1.54532
30501,1.54444,1.54484,1.54518,1.54558,821,0.00030850552855840564,1.54441,1.5462799999999999
30600,1.54519,1.54559,1.54376,1.54416,841,0.0005530657305764671,1.54366,1.54576
30601,1.54378,1.5441799999999999,1.54345,1.54385,840,0.00030080995128972996,1.5434299999999999,1.545
30700,1.5434700000000001,1.54387,1.54471,1.54511,1181,0.0005341987217996043,1.54346,1.54606
30701,1.54464,1.54504,1.5440399999999999,1.54444,1238,0.0003557902367342227,1.54344,1.54546
30800,1.54401,1.54441,1.54288,1.54328,1258,0.0003678615639768233,1.5426600000000001,1.5447799999999998
30801,1.54287,1.5432700000000001,1.54339,1.54379,1271,0.0002707141083775502,1.5423,1.5442200000000001
30900,1.54335,1.54375,1.5431700000000002,1.54357,1105,0.0004532979077969656,1.54236,1.5446799999999998
30901,1.54313,1.5435299999999998,1.54403,1.54443,1682,0.0004098482729269278,1.5422200000000001,1.54475
31000,1.54414,1.54454,1.54245,1.54285,2092,0.001036148626206407,1.54082,1.5452
31001,1.54241,1.54281,1.5417299999999998,1.54213,1649,0.0006929514695514322,1.54088,1.54358
31100,1.54175,1.54215,1.54205,1.54245,1483,0.00024284257967333923,1.5412700000000001,1.5428899999999999
